SR NO,INDEX,Company Name,Symbol,INDUSTRY,ISIN Code
284,NIFTY 200,ICICI Lombard General Insurance Company Ltd.,ICICIGI,Insurance,INE765G01017
285,NIFTY 200,ICICI Prudential Asset Management Company Ltd.,ICICIAMC,Finance - Asset Management,INE346A01027
286,NIFTY 200,IDFC First Bank Ltd.,IDFCFIRSTB,NIFTY PRIVATE BANK,INE092T01019
287,NIFTY 200,ITC Ltd.,ITC,Cigarettes/Tobacco,INE154A01025
288,NIFTY 200,Indian Bank,INDIANB,NIFTY PRIVATE BANK,INE562A01011
289,NIFTY 200,Indian Hotels Co. Ltd.,INDHOTEL,"Hotel, Resort & Restaurants",INE053A01029
290,NIFTY 200,Indian Oil Corporation Ltd.,IOC,Refineries,INE242A01010
291,NIFTY 200,Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Travel Services,INE335Y01020
292,NIFTY 200,Indian Railway Finance Corporation Ltd.,IRFC,Finance Term Lending,INE053F01010
293,NIFTY 200,Indian Renewable Energy Development Agency Ltd.,IREDA,Finance - NBFC,INE202E01016
294,NIFTY 200,Indus Towers Ltd.,INDUSTOWER,Telecommunication - Service  Provider,INE121J01017
295,NIFTY 200,IndusInd Bank Ltd.,INDUSINDBK,NIFTY PRIVATE BANK,INE095A01012
296,NIFTY 200,Info Edge (India) Ltd.,NAUKRI,BPO/ITeS,INE663F01032
297,NIFTY 200,Infosys Ltd.,INFY,IT - Software,INE009A01021
298,NIFTY 200,InterGlobe Aviation Ltd.,INDIGO,Airlines,INE646L01027
299,NIFTY 200,JSW Energy Ltd.,JSWENERGY,Power Generation/Distribution,INE121E01018
300,NIFTY 200,JSW Steel Ltd.,JSWSTEEL,Steel & Iron Products,INE019A01038
301,NIFTY 200,Jindal Steel Ltd.,JINDALSTEL,Steel/Sponge Iron/Pig Iron,INE749A01030
302,NIFTY 200,Jio Financial Services Ltd.,JIOFIN,Finance - NBFC,INE758E01017
303,NIFTY 200,Jubilant Foodworks Ltd.,JUBLFOOD,Consumer Food,INE797F01020
304,NIFTY 200,KEI Industries Ltd.,KEI,Cable,INE878B01027
305,NIFTY 200,KPIT Technologies Ltd.,KPITTECH,IT - Software,INE04I401011
306,NIFTY 200,Kalyan Jewellers India Ltd.,KALYANKJIL,Diamond  &  Jewellery,INE303R01014
307,NIFTY 200,Kotak Mahindra Bank Ltd.,KOTAKBANK,NIFTY PRIVATE BANK,INE237A01036
308,NIFTY 200,L&T Finance Ltd.,LTF,Finance - NBFC,INE498L01015
309,NIFTY 200,LG Electronics India Ltd.,LGEINDIA,Consumer Durables - Domestic Appliances,INE324D01010
310,NIFTY 200,LIC Housing Finance Ltd.,LICHSGFIN,Finance - Housing,INE115A01026
311,NIFTY 200,LTIMindtree Ltd.,LTM,IT - Software,INE214T01019
312,NIFTY 200,Larsen & Toubro Ltd.,LT,Engineering - Construction,INE018A01030
313,NIFTY 200,Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals & Drugs,INE947Q01028
314,NIFTY 200,Lenskart Solutions Ltd.,LENSKART,Retailing,INE956O01016
315,NIFTY 200,Lodha Developers Ltd.,LODHA,Construction - Real Estate,INE670K01029
316,NIFTY 200,Lupin Ltd.,LUPIN,Pharmaceuticals & Drugs,INE326A01037
317,NIFTY 200,MRF Ltd.,MRF,Tyres & Allied,INE883A01011
318,NIFTY 200,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Finance - NBFC,INE774D01024
319,NIFTY 200,Mahindra & Mahindra Ltd.,M&M,Automobiles - Passenger Cars,INE101A01026
320,NIFTY 200,Mankind Pharma Ltd.,MANKIND,Pharmaceuticals & Drugs,INE634S01028
321,NIFTY 200,Marico Ltd.,MARICO,Consumer Food,INE196A01026
322,NIFTY 200,Maruti Suzuki India Ltd.,MARUTI,Automobiles - Passenger Cars,INE585B01010
323,NIFTY 200,Max Financial Services Ltd.,MFSL,Finance - Others,INE180A01020
324,NIFTY 200,Max Healthcare Institute Ltd.,MAXHEALTH,Hospital & Healthcare Services,INE027H01010
325,NIFTY 200,Mazagoan Dock Shipbuilders Ltd.,MAZDOCK,Ship Building,INE249Z01020
326,NIFTY 200,Motilal Oswal Financial Services Ltd.,MOTILALOFS,Finance - Stock Broking,INE338I01027
327,NIFTY 200,MphasiS Ltd.,MPHASIS,IT - Software,INE356A01018
328,NIFTY 200,Multi Commodity Exchange of India Ltd.,MCX,Finance - Stock Broking,INE745G01043
329,NIFTY 200,Muthoot Finance Ltd.,MUTHOOTFIN,Finance - NBFC,INE414G01012
330,NIFTY 200,NHPC Ltd.,NHPC,Power Generation/Distribution,INE848E01016
331,NIFTY 200,NMDC Ltd.,NMDC,Mining & Minerals,INE584A01023
332,NIFTY 200,NTPC Ltd.,NTPC,Power Generation/Distribution,INE733E01010
333,NIFTY 200,National Aluminium Co. Ltd.,NATIONALUM,Aluminium & Aluminium Products,INE139A01034
334,NIFTY 200,Nestle India Ltd.,NESTLEIND,Consumer Food,INE239A01024
335,NIFTY 200,Oberoi Realty Ltd.,OBEROIRLTY,Construction - Real Estate,INE093I01010
336,NIFTY 200,Oil & Natural Gas Corporation Ltd.,ONGC,Oil Exploration,INE213A01029
337,NIFTY 200,Oil India Ltd.,OIL,Oil Exploration,INE274J01014
338,NIFTY 200,One 97 Communications Ltd.,PAYTM,Fintech,INE982J01020
339,NIFTY 200,Oracle Financial Services Software Ltd.,OFSS,IT - Software,INE881D01027
340,NIFTY 200,PB Fintech Ltd.,POLICYBZR,Fintech,INE417T01026
341,NIFTY 200,PI Industries Ltd.,PIIND,Pesticides & Agrochemicals,INE603J01030
342,NIFTY 200,Page Industries Ltd.,PAGEIND,Textile,INE761H01022
343,NIFTY 200,Patanjali Foods Ltd.,PATANJALI,Edible Oil,INE619A01035
344,NIFTY 200,Persistent Systems Ltd.,PERSISTENT,IT - Software,INE262H01021
345,NIFTY 200,Phoenix Mills Ltd.,PHOENIXLTD,Construction - Real Estate,INE211B01039
346,NIFTY 200,Pidilite Industries Ltd.,PIDILITIND,Chemicals,INE318A01026
347,NIFTY 200,Polycab India Ltd.,POLYCAB,Cable,INE455K01017
348,NIFTY 200,Power Finance Corporation Ltd.,PFC,Finance Term Lending,INE134E01011
349,NIFTY 200,Power Grid Corporation of India Ltd.,POWERGRID,Power Generation/Distribution,INE752E01010
350,NIFTY 200,Premier Energies Ltd.,PREMIERENE,Electronics - Components,INE0BS701011
351,NIFTY 200,Prestige Estates Projects Ltd.,PRESTIGE,Construction - Real Estate,INE811K01011
352,NIFTY 200,Punjab National Bank,PNB,NIFTY PRIVATE BANK,INE160A01022
353,NIFTY 200,REC Ltd.,RECLTD,Finance Term Lending,INE020B01018
354,NIFTY 200,Radico Khaitan Ltd,RADICO,Breweries & Distilleries,INE944F01028
355,NIFTY 200,Rail Vikas Nigam Ltd.,RVNL,Engineering - Construction,INE415G01027
356,NIFTY 200,Reliance Industries Ltd.,RELIANCE,Refineries,INE002A01018
357,NIFTY 200,SBI Cards and Payment Services Ltd.,SBICARD,Finance - NBFC,INE018E01016
358,NIFTY 200,SBI Life Insurance Company Ltd.,SBILIFE,Insurance,INE123W01016
359,NIFTY 200,SRF Ltd.,SRF,Chemicals,INE647A01010
360,NIFTY 200,Samvardhana Motherson International Ltd.,MOTHERSON,Auto Ancillary,INE775A01035
361,NIFTY 200,Shree Cement Ltd.,SHREECEM,Cement & Construction Materials,INE070A01015
362,NIFTY 200,Shriram Finance Ltd.,SHRIRAMFIN,Finance - NBFC,INE721A01047
363,NIFTY 200,Siemens Energy India Ltd.,ENRIN,Electric Equipment,INE1NPP01017
364,NIFTY 200,Siemens Ltd.,SIEMENS,Electric Equipment,INE003A01024
365,NIFTY 200,Solar Industries India Ltd.,SOLARINDS,Chemicals,INE343H01029
366,NIFTY 200,State Bank of India,SBIN,NIFTY PRIVATE BANK,INE062A01020
367,NIFTY 200,Steel Authority of India Ltd.,SAIL,Steel & Iron Products,INE114A01011
368,NIFTY 200,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals & Drugs,INE044A01036
369,NIFTY 200,Supreme Industries Ltd.,SUPREMEIND,Plastic Products,INE195A01028
370,NIFTY 200,Suzlon Energy Ltd.,SUZLON,Electric Equipment,INE040H01021
371,NIFTY 200,Swiggy Ltd.,SWIGGY,e-Commerce,INE00H001014
372,NIFTY 200,TVS Motor Company Ltd.,TVSMOTOR,Automobile Two & Three Wheelers,INE494B01023
373,NIFTY 200,Tata Capital Ltd.,TATACAP,Finance - NBFC,INE976I01016
374,NIFTY 200,Tata Communications Ltd.,TATACOMM,Telecommunication - Service  Provider,INE151A01013
375,NIFTY 200,Tata Consultancy Services Ltd.,TCS,IT - Software,INE467B01029
376,NIFTY 200,Tata Consumer Products Ltd.,TATACONSUM,Tea/Coffee,INE192A01025
377,NIFTY 200,Tata Elxsi Ltd.,TATAELXSI,IT - Software,INE670A01012
378,NIFTY 200,Tata Investment Corporation Ltd.,TATAINVEST,Finance - NBFC,INE672A01026
379,NIFTY 200,Tata Motors Ltd.,TMCV,Automobiles-Trucks/Lcv,INE1TAE01010
380,NIFTY 200,Tata Motors Passenger Vehicles Ltd.,TMPV,Automobile Two & Three Wheelers,INE155A01022
381,NIFTY 200,Tata Power Co. Ltd.,TATAPOWER,Power Generation/Distribution,INE245A01021
382,NIFTY 200,Tata Steel Ltd.,TATASTEEL,Steel & Iron Products,INE081A01020
383,NIFTY 200,Tech Mahindra Ltd.,TECHM,IT - Software,INE669C01036
384,NIFTY 200,Titan Company Ltd.,TITAN,Diamond  &  Jewellery,INE280A01028
385,NIFTY 200,Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals & Drugs,INE685A01028
386,NIFTY 200,Trent Ltd.,TRENT,Retailing,INE849A01020
387,NIFTY 200,Tube Investments of India Ltd.,TIINDIA,Auto Ancillary,INE974X01010
388,NIFTY 200,UPL Ltd.,UPL,Pesticides & Agrochemicals,INE628A01036
389,NIFTY 200,UltraTech Cement Ltd.,ULTRACEMCO,Cement & Construction Materials,INE481G01011
390,NIFTY 200,Union Bank of India,UNIONBANK,NIFTY PRIVATE BANK,INE692A01016
391,NIFTY 200,United Spirits Ltd.,UNITDSPR,Breweries & Distilleries,INE854D01024
392,NIFTY 200,Varun Beverages Ltd.,VBL,Consumer Food,INE200M01039
393,NIFTY 200,Vedanta Ltd.,VEDL,Metal - Non Ferrous,INE205A01025
394,NIFTY 200,Vishal Mega Mart Ltd.,VMM,Retailing,INE01EA01019
395,NIFTY 200,Vodafone Idea Ltd.,IDEA,Telecommunication - Service  Provider,INE669E01016
396,NIFTY 200,Voltas Ltd.,VOLTAS,Air Conditioners,INE226A01021
397,NIFTY 200,Waaree Energies Ltd.,WAAREEENER,Electric Equipment,INE377N01017
398,NIFTY 200,Wipro Ltd.,WIPRO,IT - Software,INE075A01022
399,NIFTY 200,Yes Bank Ltd.,YESBANK,NIFTY PRIVATE BANK,INE528G01035
400,NIFTY 200,Zydus Lifesciences Ltd.,ZYDUSLIFE,Pharmaceuticals & Drugs,INE010B01027
401,NIFTY 500,360 ONE WAM Ltd.,360ONE,Finance - Others,INE466L01038
402,NIFTY 500,3M India Ltd.,3MINDIA,Diversified,INE470A01017
403,NIFTY 500,ABB India Ltd.,ABB,Electric Equipment,INE117A01022
404,NIFTY 500,ACC Ltd.,ACC,Cement & Construction Materials,INE012A01025
405,NIFTY 500,ACME Solar Holdings Ltd.,ACMESOLAR,Power Generation/Distribution,INE622W01025
406,NIFTY 500,AIA Engineering Ltd.,AIAENG,Castings/Forgings,INE212H01026
407,NIFTY 500,APL Apollo Tubes Ltd.,APLAPOLLO,Steel & Iron Products,INE702C01027
408,NIFTY 500,AU Small Finance Bank Ltd.,AUBANK,NIFTY PRIVATE BANK,INE949L01017
409,NIFTY 500,AWL Agri Business Ltd.,AWL,Edible Oil,INE699H01024
410,NIFTY 500,Aadhar Housing Finance Ltd.,AADHARHFC,Finance - Housing,INE883F01010
411,NIFTY 500,Aarti Industries Ltd.,AARTIIND,Chemicals,INE769A01020
412,NIFTY 500,Aavas Financiers Ltd.,AAVAS,Finance - Housing,INE216P01012
413,NIFTY 500,Abbott India Ltd.,ABBOTINDIA,Pharmaceuticals & Drugs,INE358A01014
414,NIFTY 500,Action Construction Equipment Ltd.,ACE,Construction Vehicles,INE731H01025
415,NIFTY 500,Acutaas Chemicals Ltd.,ACUTAAS,Pharmaceuticals & Drugs,INE00FF01025
416,NIFTY 500,Adani Energy Solutions Ltd.,ADANIENSOL,Power Generation/Distribution,INE931S01010
417,NIFTY 500,Adani Enterprises Ltd.,ADANIENT,Trading,INE423A01024
418,NIFTY 500,Adani Green Energy Ltd.,ADANIGREEN,Power Generation/Distribution,INE364U01010
419,NIFTY 500,Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,Port,INE742F01042
420,NIFTY 500,Adani Power Ltd.,ADANIPOWER,Power Generation/Distribution,INE814H01029
421,NIFTY 500,Adani Total Gas Ltd.,ATGL,Gas Transmission/Marketing,INE399L01023
422,NIFTY 500,Aditya Birla Capital Ltd.,ABCAPITAL,Finance - NBFC,INE674K01013
423,NIFTY 500,Aditya Birla Fashion and Retail Ltd.,ABFRL,Retailing,INE647O01011
424,NIFTY 500,Aditya Birla Lifestyle Brands Ltd.,ABLBL,Retailing,INE14LE01019
425,NIFTY 500,Aditya Birla Real Estate Ltd.,ABREL,Paper & Paper Products,INE055A01016
426,NIFTY 500,Aditya Birla Sun Life AMC Ltd.,ABSLAMC,Finance - Asset Management,INE404A01024
427,NIFTY 500,Aditya Infotech Ltd.,CPPLUS,Engineering - Industrial Equipments,INE819V01029
428,NIFTY 500,Aegis Logistics Ltd.,AEGISLOG,Logistics,INE208C01025
429,NIFTY 500,Aegis Vopak Terminals Ltd.,AEGISVOPAK,Oil Exploration,INE0INX01018
430,NIFTY 500,Afcons Infrastructure Ltd.,AFCONS,Engineering - Construction,INE101I01011
431,NIFTY 500,Affle 3i Ltd.,AFFLE,BPO/ITeS,INE00WC01027
432,NIFTY 500,Ajanta Pharmaceuticals Ltd.,AJANTPHARM,Pharmaceuticals & Drugs,INE031B01049
433,NIFTY 500,Akzo Nobel India Ltd.,AKZOINDIA,Paints,INE133A01011
434,NIFTY 500,Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals & Drugs,INE540L01014
435,NIFTY 500,Allied Blenders and Distillers Ltd.,ABDL,Breweries & Distilleries,INE552Z01027
436,NIFTY 500,Amara Raja Energy & Mobility Ltd.,ARE&M,Batteries,INE885A01032
437,NIFTY 500,Amber Enterprises India Ltd.,AMBER,Air Conditioners,INE371P01015
438,NIFTY 500,Ambuja Cements Ltd.,AMBUJACEM,Cement & Construction Materials,INE079A01024
439,NIFTY 500,Anand Rathi Wealth Ltd.,ANANDRATHI,Finance - Others,INE463V01026
440,NIFTY 500,Anant Raj Ltd.,ANANTRAJ,Construction - Real Estate,INE242C01024
441,NIFTY 500,Angel One Ltd.,ANGELONE,Finance - Stock Broking,INE732I01021
442,NIFTY 500,Anthem Biosciences Ltd.,ANTHEM,Pharmaceuticals & Drugs,INE0CZ201020
443,NIFTY 500,Anupam Rasayan India Ltd.,ANURAS,Chemicals,INE930P01018
444,NIFTY 500,Apar Industries Ltd.,APARINDS,Electric Equipment,INE372A01015
445,NIFTY 500,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Hospital & Healthcare Services,INE437A01024
446,NIFTY 500,Apollo Tyres Ltd.,APOLLOTYRE,Tyres & Allied,INE438A01022
447,NIFTY 500,Aptus Value Housing Finance India Ltd.,APTUS,Finance - Housing,INE852O01025
448,NIFTY 500,Asahi India Glass Ltd.,ASAHIINDIA,Glass,INE439A01020
449,NIFTY 500,Ashok Leyland Ltd.,ASHOKLEY,Automobiles-Trucks/Lcv,INE208A01029
450,NIFTY 500,Asian Paints Ltd.,ASIANPAINT,Paints,INE021A01026
451,NIFTY 500,Aster DM Healthcare Ltd.,ASTERDM,Hospital & Healthcare Services,INE914M01019
452,NIFTY 500,Astral Ltd.,ASTRAL,Plastic Products,INE006I01046
453,NIFTY 500,Ather Energy Ltd.,ATHERENERG,Automobile Two & Three Wheelers,INE0LEZ01016
454,NIFTY 500,Atul Ltd.,ATUL,Chemicals,INE100A01010
455,NIFTY 500,Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals & Drugs,INE406A01037
456,NIFTY 500,Authum Investment & Infrastructure Ltd.,AIIL,Finance - Investment,INE206F01022
457,NIFTY 500,Avenue Supermarts Ltd.,DMART,Retailing,INE192R01011
458,NIFTY 500,Axis Bank Ltd.,AXISBANK,NIFTY PRIVATE BANK,INE238A01034
459,NIFTY 500,BEML Ltd.,BEML,Construction Vehicles,INE258A01024
460,NIFTY 500,BLS International Services Ltd.,BLS,Travel Services,INE153T01027
461,NIFTY 500,BSE Ltd.,BSE,Finance - Others,INE118H01025
462,NIFTY 500,Bajaj Auto Ltd.,BAJAJ-AUTO,Automobile Two & Three Wheelers,INE917I01010
463,NIFTY 500,Bajaj Finance Ltd.,BAJFINANCE,Finance - NBFC,INE296A01032
464,NIFTY 500,Bajaj Finserv Ltd.,BAJAJFINSV,Finance - Investment,INE918I01026
465,NIFTY 500,Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,Finance - NBFC,INE118A01012
466,NIFTY 500,Bajaj Housing Finance Ltd.,BAJAJHFL,Finance - Housing,INE377Y01014
467,NIFTY 500,Balkrishna Industries Ltd.,BALKRISIND,Tyres & Allied,INE787D01026
468,NIFTY 500,Balrampur Chini Mills Ltd.,BALRAMCHIN,Sugar,INE119A01028
469,NIFTY 500,Bandhan Bank Ltd.,BANDHANBNK,NIFTY PRIVATE BANK,INE545U01014
470,NIFTY 500,Bank of Baroda,BANKBARODA,NIFTY PRIVATE BANK,INE028A01039
471,NIFTY 500,Bank of India,BANKINDIA,NIFTY PRIVATE BANK,INE084A01016
472,NIFTY 500,Bank of Maharashtra,MAHABANK,NIFTY PRIVATE BANK,INE457A01014
473,NIFTY 500,Bata India Ltd.,BATAINDIA,Footwear,INE176A01028
474,NIFTY 500,Bayer Cropscience Ltd.,BAYERCROP,Pesticides & Agrochemicals,INE462A01022
475,NIFTY 500,Belrise Industries Ltd.,BELRISE,Auto Ancillary,INE894V01022
476,NIFTY 500,Berger Paints India Ltd.,BERGEPAINT,Paints,INE463A01038
477,NIFTY 500,Bharat Dynamics Ltd.,BDL,Defence,INE171Z01026
478,NIFTY 500,Bharat Electronics Ltd.,BEL,Defence,INE263A01024
479,NIFTY 500,Bharat Forge Ltd.,BHARATFORG,Forgings,INE465A01025
480,NIFTY 500,Bharat Heavy Electricals Ltd.,BHEL,Engineering - Industrial Equipments,INE257A01026
481,NIFTY 500,Bharat Petroleum Corporation Ltd.,BPCL,Refineries,INE029A01011
482,NIFTY 500,Bharti Airtel Ltd.,BHARTIARTL,Telecommunication - Service  Provider,INE397D01024
483,NIFTY 500,Bharti Hexacom Ltd.,BHARTIHEXA,Telecommunication - Service  Provider,INE343G01021
484,NIFTY 500,Bikaji Foods International Ltd.,BIKAJI,Consumer Food,INE00E101023
485,NIFTY 500,Billionbrains Garage Ventures Ltd.,GROWW,Finance - Stock Broking,INE0HOQ01053
486,NIFTY 500,Biocon Ltd.,BIOCON,Pharmaceuticals & Drugs,INE376G01013
487,NIFTY 500,Birlasoft Ltd.,BSOFT,IT - Software,INE836A01035
488,NIFTY 500,Blue Dart Express Ltd.,BLUEDART,Courier  Services,INE233B01017
489,NIFTY 500,Blue Jet Healthcare Ltd.,BLUEJET,Pharmaceuticals & Drugs,INE0KBH01020
490,NIFTY 500,Blue Star Ltd.,BLUESTARCO,Air Conditioners,INE472A01039
491,NIFTY 500,Bombay Burmah Trading Corporation Ltd.,BBTC,Agriculture,INE050A01025
492,NIFTY 500,Bosch Ltd.,BOSCHLTD,Auto Ancillary,INE323A01026
493,NIFTY 500,Brainbees Solutions Ltd.,FIRSTCRY,e-Commerce,INE02RE01045
494,NIFTY 500,Brigade Enterprises Ltd.,BRIGADE,Construction - Real Estate,INE791I01019
495,NIFTY 500,Britannia Industries Ltd.,BRITANNIA,Consumer Food,INE216A01030
496,NIFTY 500,C.E. Info Systems Ltd.,MAPMYINDIA,IT - Software,INE0BV301023
497,NIFTY 500,CCL Products (I) Ltd.,CCL,Tea/Coffee,INE421D01022
498,NIFTY 500,CESC Ltd.,CESC,Power Generation/Distribution,INE486A01021
499,NIFTY 500,CG Power and Industrial Solutions Ltd.,CGPOWER,Electric Equipment,INE067A01029
500,NIFTY 500,CRISIL Ltd.,CRISIL,Ratings,INE007A01025
501,NIFTY 500,Can Fin Homes Ltd.,CANFINHOME,Finance - Housing,INE477A01020
502,NIFTY 500,Canara Bank,CANBK,NIFTY PRIVATE BANK,INE476A01022
503,NIFTY 500,Canara HSBC Life Insurance Company Ltd.,CANHLIFE,Insurance,INE01TY01017
504,NIFTY 500,Caplin Point Laboratories Ltd.,CAPLIPOINT,Pharmaceuticals & Drugs,INE475E01026
505,NIFTY 500,Capri Global Capital Ltd.,CGCL,Finance - Investment,INE180C01042
506,NIFTY 500,Carborundum Universal Ltd.,CARBORUNIV,Abrasives,INE120A01034
507,NIFTY 500,Cartrade Tech Ltd.,CARTRADE,e-Commerce,INE290S01011
508,NIFTY 500,Castrol India Ltd.,CASTROLIND,Lubricants,INE172A01027
509,NIFTY 500,Ceat Ltd.,CEATLTD,Tyres & Allied,INE482A01020
510,NIFTY 500,Cemindia Projects Ltd.,CEMPRO,Engineering - Construction,INE686A01026
511,NIFTY 500,Central Bank of India,CENTRALBK,NIFTY PRIVATE BANK,INE483A01010
512,NIFTY 500,Central Depository Services (India) Ltd.,CDSL,Depository Services,INE736A01011
513,NIFTY 500,Chalet Hotels Ltd.,CHALET,"Hotel, Resort & Restaurants",INE427F01016
514,NIFTY 500,Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT,Fertilizers,INE085A01013
515,NIFTY 500,Chennai Petroleum Corporation Ltd.,CHENNPETRO,Refineries,INE178A01016
516,NIFTY 500,Choice International Ltd.,CHOICEIN,Finance - Stock Broking,INE102B01014
517,NIFTY 500,Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Finance - Investment,INE149A01033
518,NIFTY 500,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,Finance - NBFC,INE121A01024
519,NIFTY 500,Cipla Ltd.,CIPLA,Pharmaceuticals & Drugs,INE059A01026
520,NIFTY 500,City Union Bank Ltd.,CUB,NIFTY PRIVATE BANK,INE491A01021
521,NIFTY 500,Clean Science and Technology Ltd.,CLEAN,Chemicals,INE227W01023
522,NIFTY 500,Coal India Ltd.,COALINDIA,Mining & Minerals,INE522F01014
523,NIFTY 500,Cochin Shipyard Ltd.,COCHINSHIP,Ship Building,INE704P01025
524,NIFTY 500,Coforge Ltd.,COFORGE,IT - Software,INE591G01025
525,NIFTY 500,Cohance Lifesciences Ltd.,COHANCE,Pharmaceuticals & Drugs,INE03QK01018
526,NIFTY 500,Colgate Palmolive (India) Ltd.,COLPAL,Household & Personal Products,INE259A01022
527,NIFTY 500,Computer Age Management Services Ltd.,CAMS,Depository Services,INE596I01020
528,NIFTY 500,Concord Biotech Ltd.,CONCORDBIO,Pharmaceuticals & Drugs,INE338H01029
529,NIFTY 500,Container Corporation of India Ltd.,CONCOR,Logistics,INE111A01025
530,NIFTY 500,Coromandel International Ltd.,COROMANDEL,Fertilizers,INE169A01031
531,NIFTY 500,Craftsman Automation Ltd.,CRAFTSMAN,Auto Ancillary,INE00LO01017
532,NIFTY 500,CreditAccess Grameen Ltd.,CREDITACC,Finance - NBFC,INE741K01010
533,NIFTY 500,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Consumer Durables - Domestic Appliances,INE299U01018
534,NIFTY 500,Cummins India Ltd.,CUMMINSIND,Diesel Engines,INE298A01020
535,NIFTY 500,Cyient Ltd.,CYIENT,IT - Software,INE136B01020
536,NIFTY 500,DCM Shriram Ltd.,DCMSHRIRAM,Diversified,INE499A01024
537,NIFTY 500,DLF Ltd.,DLF,Construction - Real Estate,INE271C01023
538,NIFTY 500,DOMS Industries Ltd.,DOMS,Printing & Stationery,INE321T01012
539,NIFTY 500,Dabur India Ltd.,DABUR,Household & Personal Products,INE016A01026
540,NIFTY 500,Dalmia Bharat Ltd.,DALBHARAT,Cement & Construction Materials,INE00R701025
541,NIFTY 500,Data Patterns (India) Ltd.,DATAPATTNS,Defence,INE0IX101010
542,NIFTY 500,Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT,Chemicals,INE501A01019
543,NIFTY 500,Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,INE288B01029
544,NIFTY 500,Delhivery Ltd.,DELHIVERY,Courier  Services,INE148O01028
545,NIFTY 500,Devyani International Ltd.,DEVYANI,Consumer Food,INE872J01023
546,NIFTY 500,Divi's Laboratories Ltd.,DIVISLAB,Pharmaceuticals & Drugs,INE361B01024
547,NIFTY 500,Dixon Technologies (India) Ltd.,DIXON,Consumer Durables - Electronics,INE935N01020
548,NIFTY 500,Dr. Lal Path Labs Ltd.,LALPATHLAB,Hospital & Healthcare Services,INE600L01024
549,NIFTY 500,Dr. Reddy's Laboratories Ltd.,DRREDDY,Pharmaceuticals & Drugs,INE089A01031
550,NIFTY 500,E.I.D. Parry (India) Ltd.,EIDPARRY,Sugar,INE126A01031
551,NIFTY 500,EIH Ltd.,EIHOTEL,"Hotel, Resort & Restaurants",INE230A01023
552,NIFTY 500,Eicher Motors Ltd.,EICHERMOT,Automobile Two & Three Wheelers,INE066A01021
553,NIFTY 500,Elecon Engineering Co. Ltd.,ELECON,Engineering - Industrial Equipments,INE205B01031
554,NIFTY 500,Elgi Equipments Ltd.,ELGIEQUIP,Compressors / Pumps,INE285A01027
555,NIFTY 500,Emami Ltd.,EMAMILTD,Household & Personal Products,INE548C01032
556,NIFTY 500,Emcure Pharmaceuticals Ltd.,EMCURE,Pharmaceuticals & Drugs,INE168P01015
557,NIFTY 500,Emmvee Photovoltaic Power Ltd.,EMMVEE,Electric Equipment,INE1C6T01020
558,NIFTY 500,Endurance Technologies Ltd.,ENDURANCE,Auto Ancillary,INE913H01037
559,NIFTY 500,Engineers India Ltd.,ENGINERSIN,Engineering,INE510A01028
560,NIFTY 500,Eris Lifesciences Ltd.,ERIS,Pharmaceuticals & Drugs,INE406M01024
561,NIFTY 500,Escorts Kubota Ltd.,ESCORTS,Automobiles-Tractors,INE042A01014
562,NIFTY 500,Eternal Ltd.,ETERNAL,e-Commerce,INE758T01015
563,NIFTY 500,Exide Industries Ltd.,EXIDEIND,Batteries,INE302A01020
564,NIFTY 500,FSN E-Commerce Ventures Ltd.,NYKAA,e-Commerce,INE388Y01029
565,NIFTY 500,Federal Bank Ltd.,FEDERALBNK,NIFTY PRIVATE BANK,INE171A01029
566,NIFTY 500,Fertilisers and Chemicals Travancore Ltd.,FACT,Fertilizers,INE188A01015
567,NIFTY 500,Finolex Cables Ltd.,FINCABLES,Cable,INE235A01022
568,NIFTY 500,Firstsource Solutions Ltd.,FSL,BPO/ITeS,INE684F01012
569,NIFTY 500,Five-Star Business Finance Ltd.,FIVESTAR,Finance - NBFC,INE128S01021
570,NIFTY 500,Force Motors Ltd.,FORCEMOT,Automobiles-Trucks/Lcv,INE451A01017
571,NIFTY 500,Fortis Healthcare Ltd.,FORTIS,Hospital & Healthcare Services,INE061F01013
572,NIFTY 500,GAIL (India) Ltd.,GAIL,Industrial  Gases & Fuels,INE129A01019
573,NIFTY 500,GE Vernova T&D India Ltd.,GVT&D,Electric Equipment,INE200A01026
574,NIFTY 500,GMR Airports Ltd.,GMRAIRPORT,Airport Management Services,INE776C01039
